date,category,actual,trend,seasonal,residual,z_score,is_anomaly
2025-02-12,"Money transfer, virtual currency, or money service",9,7.68,2.28,-0.96,-0.18,False
2025-02-13,"Money transfer, virtual currency, or money service",7,7.42,1.03,-1.45,-0.24,False
2025-02-14,"Money transfer, virtual currency, or money service",9,7.11,3.16,-1.27,-0.22,False
2025-02-15,"Money transfer, virtual currency, or money service",3,6.83,-3.73,-0.1,-0.07,False
2025-02-16,"Money transfer, virtual currency, or money service",6,6.71,-4.27,3.56,0.41,False
2025-02-17,"Money transfer, virtual currency, or money service",7,6.76,1.15,-0.91,-0.17,False
2025-02-18,"Money transfer, virtual currency, or money service",7,6.9,0.59,-0.49,-0.12,False
2025-02-19,"Money transfer, virtual currency, or money service",8,7.03,2.45,-1.48,-0.24,False
2025-02-20,"Money transfer, virtual currency, or money service",7,7.16,-0.04,-0.12,-0.07,False
2025-02-21,"Money transfer, virtual currency, or money service",13,7.37,3.71,1.91,0.19,False
2025-02-22,"Money transfer, virtual currency, or money service",5,7.67,-3.06,0.39,-0.0,False
2025-02-23,"Money transfer, virtual currency, or money service",2,7.93,-4.39,-1.54,-0.25,False
2025-02-24,"Money transfer, virtual currency, or money service",18,8.07,1.03,8.9,1.09,False
2025-02-25,"Money transfer, virtual currency, or money service",16,8.05,-0.1,8.05,0.98,False
2025-02-26,"Money transfer, virtual currency, or money service",13,7.93,2.98,2.09,0.22,False
2025-02-27,"Money transfer, virtual currency, or money service",8,7.82,-0.34,0.53,0.02,False
2025-02-28,"Money transfer, virtual currency, or money service",13,7.71,3.7,1.59,0.15,False
2025-03-01,"Money transfer, virtual currency, or money service",4,7.4,-2.47,-0.94,-0.17,False
2025-03-02,"Money transfer, virtual currency, or money service",1,6.89,-4.75,-1.14,-0.2,False
2025-03-03,"Money transfer, virtual currency, or money service",7,6.5,1.05,-0.55,-0.12,False
2025-03-04,"Money transfer, virtual currency, or money service",6,6.35,-0.64,0.29,-0.02,False
2025-03-05,"Money transfer, virtual currency, or money service",9,6.4,3.59,-0.99,-0.18,False
2025-03-06,"Money transfer, virtual currency, or money service",4,6.55,-0.06,-2.49,-0.37,False
2025-03-07,"Money transfer, virtual currency, or money service",8,6.79,2.94,-1.73,-0.28,False
2025-03-08,"Money transfer, virtual currency, or money service",7,7.07,-2.49,2.42,0.26,False
2025-03-09,"Money transfer, virtual currency, or money service",4,7.39,-4.67,1.28,0.11,False
2025-03-10,"Money transfer, virtual currency, or money service",10,7.67,1.35,0.98,0.07,False
2025-03-11,"Money transfer, virtual currency, or money service",5,7.83,-0.32,-2.51,-0.37,False
2025-03-12,"Money transfer, virtual currency, or money service",13,7.84,3.06,2.1,0.22,False
2025-03-13,"Money transfer, virtual currency, or money service",9,7.72,0.64,0.64,0.03,False
2025-03-14,"Money transfer, virtual currency, or money service",17,7.52,2.01,7.47,0.91,False
2025-03-15,"Money transfer, virtual currency, or money service",4,7.34,-2.61,-0.72,-0.15,False
2025-03-16,"Money transfer, virtual currency, or money service",3,7.19,-4.55,0.36,-0.01,False
2025-03-17,"Money transfer, virtual currency, or money service",8,7.05,1.78,-0.83,-0.16,False
2025-03-18,"Money transfer, virtual currency, or money service",8,6.93,1.21,-0.14,-0.07,False
2025-03-19,"Money transfer, virtual currency, or money service",9,6.92,2.47,-0.4,-0.1,False
2025-03-20,"Money transfer, virtual currency, or money service",13,7.03,-0.1,6.06,0.73,False
2025-03-21,"Money transfer, virtual currency, or money service",9,7.15,1.51,0.35,-0.01,False
2025-03-22,"Money transfer, virtual currency, or money service",4,7.24,-2.84,-0.4,-0.1,False
2025-03-23,"Money transfer, virtual currency, or money service",2,7.32,-4.35,-0.97,-0.18,False
2025-03-24,"Money transfer, virtual currency, or money service",10,7.38,1.11,1.51,0.14,False
2025-03-25,"Money transfer, virtual currency, or money service",12,7.42,2.59,1.99,0.2,False
2025-03-26,"Money transfer, virtual currency, or money service",7,7.47,2.36,-2.83,-0.42,False
2025-03-27,"Money transfer, virtual currency, or money service",17,7.54,-0.12,9.58,1.18,False
2025-03-28,"Money transfer, virtual currency, or money service",9,7.62,1.58,-0.2,-0.08,False
2025-03-29,"Money transfer, virtual currency, or money service",5,7.64,-3.04,0.4,-0.0,False
2025-03-30,"Money transfer, virtual currency, or money service",3,7.59,-3.99,-0.6,-0.13,False
2025-03-31,"Money transfer, virtual currency, or money service",1,7.57,0.19,-6.76,-0.92,False
2025-04-01,"Money transfer, virtual currency, or money service",12,7.57,3.35,1.08,0.09,False
2025-04-02,"Money transfer, virtual currency, or money service",11,7.52,2.46,1.03,0.08,False
2025-04-03,"Money transfer, virtual currency, or money service",6,7.4,-1.25,-0.15,-0.07,False
2025-04-04,"Money transfer, virtual currency, or money service",8,7.25,2.23,-1.48,-0.24,False
2025-04-05,"Money transfer, virtual currency, or money service",4,7.06,-2.98,-0.08,-0.06,False
2025-04-06,"Money transfer, virtual currency, or money service",5,6.88,-3.94,2.05,0.21,False
2025-04-07,"Money transfer, virtual currency, or money service",5,6.77,-0.84,-0.93,-0.17,False
2025-04-08,"Money transfer, virtual currency, or money service",8,6.72,3.03,-1.75,-0.28,False
2025-04-09,"Money transfer, virtual currency, or money service",10,6.72,2.92,0.36,-0.01,False
2025-04-10,"Money transfer, virtual currency, or money service",7,6.76,0.4,-0.16,-0.07,False
2025-04-11,"Money transfer, virtual currency, or money service",10,6.81,2.54,0.66,0.03,False
2025-04-12,"Money transfer, virtual currency, or money service",3,6.92,-3.24,-0.68,-0.14,False
2025-04-13,"Money transfer, virtual currency, or money service",3,7.12,-4.36,0.25,-0.02,False
2025-04-14,"Money transfer, virtual currency, or money service",5,7.33,-1.67,-0.66,-0.14,False
2025-04-15,"Money transfer, virtual currency, or money service",11,7.45,2.3,1.24,0.11,False
2025-04-16,"Money transfer, virtual currency, or money service",9,7.48,3.51,-2.0,-0.31,False
2025-04-17,"Money transfer, virtual currency, or money service",10,7.43,1.52,1.05,0.08,False
2025-04-18,"Money transfer, virtual currency, or money service",14,7.39,2.5,4.11,0.48,False
2025-04-19,"Money transfer, virtual currency, or money service",5,7.34,-3.63,1.29,0.11,False
2025-04-20,"Money transfer, virtual currency, or money service",0,7.23,-4.66,-2.57,-0.38,False
2025-04-21,"Money transfer, virtual currency, or money service",6,7.02,-1.62,0.6,0.02,False
2025-04-22,"Money transfer, virtual currency, or money service",7,6.72,2.3,-2.03,-0.31,False
2025-04-23,"Money transfer, virtual currency, or money service",12,6.37,3.39,2.23,0.23,False
2025-04-24,"Money transfer, virtual currency, or money service",9,6.14,1.86,1.0,0.08,False
2025-04-25,"Money transfer, virtual currency, or money service",7,6.07,2.37,-1.44,-0.24,False
2025-04-26,"Money transfer, virtual currency, or money service",1,6.03,-3.89,-1.14,-0.2,False
2025-04-27,"Money transfer, virtual currency, or money service",1,5.95,-4.32,-0.63,-0.13,False
2025-04-28,"Money transfer, virtual currency, or money service",10,5.89,-1.54,5.65,0.67,False
2025-04-29,"Money transfer, virtual currency, or money service",9,5.87,2.52,0.61,0.03,False
2025-04-30,"Money transfer, virtual currency, or money service",10,5.89,2.83,1.28,0.11,False
2025-05-01,"Money transfer, virtual currency, or money service",7,5.92,2.26,-1.18,-0.2,False
2025-05-02,"Money transfer, virtual currency, or money service",15,5.87,1.96,7.17,0.87,False
2025-05-03,"Money transfer, virtual currency, or money service",2,5.7,-4.24,0.53,0.02,False
2025-05-04,"Money transfer, virtual currency, or money service",3,5.49,-3.73,1.24,0.11,False
2025-05-05,"Money transfer, virtual currency, or money service",3,5.32,-1.51,-0.81,-0.16,False
2025-05-06,"Money transfer, virtual currency, or money service",8,5.25,2.84,-0.09,-0.06,False
2025-05-07,"Money transfer, virtual currency, or money service",6,5.33,1.47,-0.81,-0.16,False
2025-05-08,"Money transfer, virtual currency, or money service",6,5.55,3.47,-3.02,-0.44,False
2025-05-09,"Money transfer, virtual currency, or money service",8,5.81,2.0,0.19,-0.03,False
2025-05-10,"Money transfer, virtual currency, or money service",1,6.1,-3.95,-1.14,-0.2,False
2025-05-11,"Money transfer, virtual currency, or money service",7,6.41,-3.86,4.46,0.52,False
2025-05-12,"Money transfer, virtual currency, or money service",6,6.69,-1.92,1.23,0.11,False
2025-05-13,"Money transfer, virtual currency, or money service",11,6.92,2.79,1.29,0.11,False
2025-05-14,"Money transfer, virtual currency, or money service",6,7.04,-0.16,-0.88,-0.17,False
2025-05-15,"Money transfer, virtual currency, or money service",14,7.01,4.85,2.14,0.22,False
2025-05-16,"Money transfer, virtual currency, or money service",9,6.86,2.45,-0.31,-0.09,False
2025-05-17,"Money transfer, virtual currency, or money service",3,6.71,-3.37,-0.34,-0.1,False
2025-05-18,"Money transfer, virtual currency, or money service",1,6.63,-4.24,-1.39,-0.23,False
2025-05-19,"Money transfer, virtual currency, or money service",4,6.65,-2.58,-0.07,-0.06,False
2025-05-20,"Money transfer, virtual currency, or money service",8,6.72,2.52,-1.24,-0.21,False
2025-05-21,"Money transfer, virtual currency, or money service",6,6.8,-0.44,-0.35,-0.1,False
2025-05-22,"Money transfer, virtual currency, or money service",14,6.91,5.77,1.32,0.12,False
2025-05-23,"Money transfer, virtual currency, or money service",10,7.07,2.79,0.14,-0.03,False
2025-05-24,"Money transfer, virtual currency, or money service",6,7.28,-3.03,1.75,0.17,False
2025-05-25,"Money transfer, virtual currency, or money service",2,7.49,-4.8,-0.68,-0.14,False
2025-05-26,"Money transfer, virtual currency, or money service",3,7.64,-2.58,-2.06,-0.32,False
2025-05-27,"Money transfer, virtual currency, or money service",10,7.73,2.11,0.17,-0.03,False
2025-05-28,"Money transfer, virtual currency, or money service",14,7.75,0.01,6.24,0.75,False
2025-05-29,"Money transfer, virtual currency, or money service",14,7.77,4.73,1.5,0.14,False
2025-05-30,"Money transfer, virtual currency, or money service",11,7.82,2.97,0.21,-0.03,False
2025-05-31,"Money transfer, virtual currency, or money service",5,7.86,-2.68,-0.18,-0.08,False
2025-06-01,"Money transfer, virtual currency, or money service",4,7.81,-4.65,0.84,0.05,False
2025-06-02,"Money transfer, virtual currency, or money service",5,7.64,-1.6,-1.04,-0.19,False
2025-06-03,"Money transfer, virtual currency, or money service",10,7.44,1.81,0.75,0.04,False
2025-06-04,"Money transfer, virtual currency, or money service",8,7.3,0.52,0.18,-0.03,False
2025-06-05,"Money transfer, virtual currency, or money service",8,7.2,3.01,-2.21,-0.34,False
2025-06-06,"Money transfer, virtual currency, or money service",11,7.14,2.5,1.36,0.12,False
2025-06-07,"Money transfer, virtual currency, or money service",3,7.12,-2.5,-1.62,-0.26,False
2025-06-08,"Money transfer, virtual currency, or money service",3,7.15,-4.44,0.29,-0.01,False
2025-06-09,"Money transfer, virtual currency, or money service",8,7.22,0.36,0.41,0.0,False
2025-06-10,"Money transfer, virtual currency, or money service",8,7.34,1.57,-0.9,-0.17,False
2025-06-11,"Money transfer, virtual currency, or money service",9,7.46,0.97,0.57,0.02,False
2025-06-12,"Money transfer, virtual currency, or money service",9,7.52,1.35,0.13,-0.04,False
2025-06-13,"Money transfer, virtual currency, or money service",9,7.45,1.66,-0.1,-0.07,False
2025-06-14,"Money transfer, virtual currency, or money service",7,7.19,-2.17,1.97,0.2,False
2025-06-15,"Money transfer, virtual currency, or money service",2,6.81,-4.56,-0.25,-0.08,False
2025-06-16,"Money transfer, virtual currency, or money service",12,6.33,1.93,3.74,0.43,False
2025-06-17,"Money transfer, virtual currency, or money service",8,5.77,0.95,1.27,0.11,False
2025-06-18,"Money transfer, virtual currency, or money service",5,5.24,1.66,-1.89,-0.3,False
2025-06-19,"Money transfer, virtual currency, or money service",5,4.77,0.48,-0.25,-0.08,False
2025-06-20,"Money transfer, virtual currency, or money service",4,4.42,0.79,-1.21,-0.21,False
2025-06-21,"Money transfer, virtual currency, or money service",1,4.2,-1.41,-1.79,-0.28,False
2025-06-22,"Money transfer, virtual currency, or money service",7,4.13,-4.87,7.74,0.94,False
2025-06-23,"Money transfer, virtual currency, or money service",7,4.27,2.51,0.23,-0.02,False
2025-06-24,"Money transfer, virtual currency, or money service",4,4.58,0.71,-1.29,-0.22,False
2025-06-25,"Money transfer, virtual currency, or money service",8,5.01,2.63,0.35,-0.01,False
2025-06-26,"Money transfer, virtual currency, or money service",5,5.53,0.13,-0.66,-0.14,False
2025-06-27,"Money transfer, virtual currency, or money service",6,6.05,0.44,-0.5,-0.12,False
2025-06-28,"Money transfer, virtual currency, or money service",7,6.54,-1.52,1.98,0.2,False
2025-06-29,"Money transfer, virtual currency, or money service",2,7.03,-5.15,0.12,-0.04,False
2025-06-30,"Money transfer, virtual currency, or money service",10,7.52,1.78,0.7,0.04,False
2025-07-01,"Money transfer, virtual currency, or money service",8,7.96,0.64,-0.61,-0.13,False
2025-07-02,"Money transfer, virtual currency, or money service",12,8.32,3.95,-0.27,-0.09,False
2025-07-03,"Money transfer, virtual currency, or money service",9,8.6,0.67,-0.27,-0.09,False
2025-07-04,"Money transfer, virtual currency, or money service",10,8.89,0.64,0.46,0.01,False
2025-07-05,"Money transfer, virtual currency, or money service",8,9.2,-2.37,1.17,0.1,False
2025-07-06,"Money transfer, virtual currency, or money service",4,9.41,-5.43,0.02,-0.05,False
2025-07-07,"Money transfer, virtual currency, or money service",8,9.44,1.07,-2.51,-0.38,False
2025-07-08,"Money transfer, virtual currency, or money service",12,9.35,0.33,2.31,0.25,False
2025-07-09,"Money transfer, virtual currency, or money service",16,9.26,4.86,1.88,0.19,False
2025-07-10,"Money transfer, virtual currency, or money service",5,9.2,1.46,-5.66,-0.78,False
2025-07-11,"Money transfer, virtual currency, or money service",10,9.16,1.36,-0.52,-0.12,False
2025-07-12,"Money transfer, virtual currency, or money service",4,9.13,-3.53,-1.6,-0.26,False
2025-07-13,"Money transfer, virtual currency, or money service",3,9.08,-5.35,-0.72,-0.15,False
2025-07-14,"Money transfer, virtual currency, or money service",10,9.07,0.52,0.42,0.0,False
2025-07-15,"Money transfer, virtual currency, or money service",9,9.2,-0.04,-0.16,-0.07,False
2025-07-16,"Money transfer, virtual currency, or money service",14,9.43,4.83,-0.26,-0.09,False
2025-07-17,"Money transfer, virtual currency, or money service",13,9.67,2.26,1.07,0.08,False
2025-07-18,"Money transfer, virtual currency, or money service",4,9.93,2.39,-8.31,-1.12,False
2025-07-19,"Money transfer, virtual currency, or money service",5,10.15,-4.58,-0.57,-0.13,False
2025-07-20,"Money transfer, virtual currency, or money service",5,10.32,-5.01,-0.3,-0.09,False
2025-07-21,"Money transfer, virtual currency, or money service",12,10.46,0.41,1.13,0.09,False
2025-07-22,"Money transfer, virtual currency, or money service",9,10.59,-0.25,-1.34,-0.22,False
2025-07-23,"Money transfer, virtual currency, or money service",17,10.68,3.5,2.82,0.31,False
2025-07-24,"Money transfer, virtual currency, or money service",13,10.7,2.78,-0.48,-0.11,False
2025-07-25,"Money transfer, virtual currency, or money service",14,10.67,3.64,-0.31,-0.09,False
2025-07-26,"Money transfer, virtual currency, or money service",6,10.66,-4.86,0.2,-0.03,False
2025-07-27,"Money transfer, virtual currency, or money service",8,10.72,-5.05,2.33,0.25,False
2025-07-28,"Money transfer, virtual currency, or money service",9,10.85,0.74,-2.58,-0.39,False
2025-07-29,"Money transfer, virtual currency, or money service",10,10.97,0.7,-1.67,-0.27,False
2025-07-30,"Money transfer, virtual currency, or money service",12,11.09,1.73,-0.82,-0.16,False
2025-07-31,"Money transfer, virtual currency, or money service",15,11.19,2.63,1.18,0.1,False
2025-08-01,"Money transfer, virtual currency, or money service",17,11.28,4.01,1.71,0.17,False
2025-08-02,"Money transfer, virtual currency, or money service",7,11.35,-4.81,0.46,0.01,False
2025-08-03,"Money transfer, virtual currency, or money service",6,11.32,-5.09,-0.23,-0.08,False
2025-08-04,"Money transfer, virtual currency, or money service",13,11.11,0.85,1.05,0.08,False
2025-08-05,"Money transfer, virtual currency, or money service",14,10.76,2.57,0.67,0.03,False
2025-08-06,"Money transfer, virtual currency, or money service",10,10.44,-0.68,0.24,-0.02,False
2025-08-07,"Money transfer, virtual currency, or money service",10,10.2,2.76,-2.96,-0.43,False
2025-08-08,"Money transfer, virtual currency, or money service",6,10.01,3.51,-7.51,-1.02,False
2025-08-09,"Money transfer, virtual currency, or money service",5,9.88,-4.9,0.02,-0.05,False
2025-08-10,"Money transfer, virtual currency, or money service",2,9.76,-5.29,-2.47,-0.37,False
2025-08-11,"Money transfer, virtual currency, or money service",11,9.63,0.65,0.71,0.04,False
2025-08-12,"Money transfer, virtual currency, or money service",15,9.6,4.23,1.17,0.1,False
2025-08-13,"Money transfer, virtual currency, or money service",22,9.61,0.25,12.14,1.51,False
2025-08-14,"Money transfer, virtual currency, or money service",14,9.63,2.59,1.78,0.18,False
2025-08-15,"Money transfer, virtual currency, or money service",11,9.63,2.76,-1.38,-0.23,False
2025-08-16,"Money transfer, virtual currency, or money service",2,9.52,-4.73,-2.79,-0.41,False
2025-08-17,"Money transfer, virtual currency, or money service",8,9.36,-5.37,4.02,0.46,False
2025-08-18,"Money transfer, virtual currency, or money service",9,9.26,0.06,-0.32,-0.09,False
2025-08-19,"Money transfer, virtual currency, or money service",14,9.22,3.92,0.85,0.06,False
2025-08-20,"Money transfer, virtual currency, or money service",24,9.2,0.58,14.22,1.78,False
2025-08-21,"Money transfer, virtual currency, or money service",9,9.17,3.31,-3.48,-0.5,False
2025-08-22,"Money transfer, virtual currency, or money service",12,9.07,2.09,0.84,0.06,False
2025-08-23,"Money transfer, virtual currency, or money service",7,8.92,-4.34,2.42,0.26,False
2025-08-24,"Money transfer, virtual currency, or money service",3,8.79,-4.63,-1.16,-0.2,False
2025-08-25,"Money transfer, virtual currency, or money service",8,8.59,-0.47,-0.13,-0.07,False
2025-08-26,"Money transfer, virtual currency, or money service",28,8.32,2.44,17.24,2.17,False
2025-08-27,"Money transfer, virtual currency, or money service",9,7.96,0.91,0.13,-0.04,False
2025-08-28,"Money transfer, virtual currency, or money service",13,7.57,3.59,1.84,0.18,False
2025-08-29,"Money transfer, virtual currency, or money service",9,7.23,1.8,-0.04,-0.06,False
2025-08-30,"Money transfer, virtual currency, or money service",2,6.94,-3.35,-1.6,-0.26,False
2025-08-31,"Money transfer, virtual currency, or money service",3,6.65,-4.15,0.5,0.01,False
2025-09-01,"Money transfer, virtual currency, or money service",4,6.42,-0.37,-2.04,-0.32,False
2025-09-02,"Money transfer, virtual currency, or money service",7,6.26,0.43,0.31,-0.01,False
2025-09-03,"Money transfer, virtual currency, or money service",8,6.2,2.17,-0.37,-0.1,False
2025-09-04,"Money transfer, virtual currency, or money service",10,6.18,3.55,0.28,-0.02,False
2025-09-05,"Money transfer, virtual currency, or money service",20,6.17,1.03,12.79,1.59,False
2025-09-06,"Money transfer, virtual currency, or money service",4,6.13,-2.77,0.65,0.03,False
2025-09-07,"Money transfer, virtual currency, or money service",2,6.05,-3.41,-0.64,-0.14,False
2025-09-08,"Money transfer, virtual currency, or money service",8,5.99,-0.27,2.28,0.24,False
2025-09-09,"Money transfer, virtual currency, or money service",3,5.94,-0.94,-2.0,-0.31,False
2025-09-10,"Money transfer, virtual currency, or money service",14,5.86,3.09,5.05,0.6,False
2025-09-11,"Money transfer, virtual currency, or money service",8,5.79,3.26,-1.05,-0.19,False
2025-09-12,"Money transfer, virtual currency, or money service",6,5.71,0.6,-0.31,-0.09,False
2025-09-13,"Money transfer, virtual currency, or money service",4,5.62,-2.49,0.87,0.06,False
2025-09-14,"Money transfer, virtual currency, or money service",3,5.52,-2.95,0.43,0.0,False
2025-09-15,"Money transfer, virtual currency, or money service",5,5.42,-0.02,-0.39,-0.1,False
2025-09-16,"Money transfer, virtual currency, or money service",8,5.32,-2.15,4.83,0.57,False
2025-09-17,"Money transfer, virtual currency, or money service",9,5.23,4.05,-0.29,-0.09,False
2025-09-18,"Money transfer, virtual currency, or money service",8,5.14,2.94,-0.09,-0.06,False
2025-09-19,"Money transfer, virtual currency, or money service",4,5.05,0.27,-1.33,-0.22,False
2025-09-20,"Money transfer, virtual currency, or money service",2,5.01,-2.18,-0.83,-0.16,False
2025-09-21,"Money transfer, virtual currency, or money service",4,5.02,-2.68,1.65,0.16,False
2025-09-22,"Money transfer, virtual currency, or money service",5,5.06,0.18,-0.24,-0.08,False
2025-09-23,"Money transfer, virtual currency, or money service",10,5.08,-3.24,8.15,1.0,False
2025-09-24,"Money transfer, virtual currency, or money service",10,5.0,4.99,0.01,-0.05,False
2025-09-25,"Money transfer, virtual currency, or money service",8,4.92,2.65,0.43,0.0,False
2025-09-26,"Money transfer, virtual currency, or money service",6,4.84,0.01,1.15,0.09,False
2025-09-27,"Money transfer, virtual currency, or money service",3,4.76,-1.93,0.17,-0.03,False
2025-09-28,"Money transfer, virtual currency, or money service",1,4.66,-2.42,-1.24,-0.21,False
2025-09-29,"Money transfer, virtual currency, or money service",5,4.56,0.32,0.13,-0.04,False
2025-09-30,"Money transfer, virtual currency, or money service",0,4.44,-4.3,-0.14,-0.07,False
