date,institution,category,complaint_count
2025-04-30,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",6
2025-04-30,JPMORGAN CHASE & CO.,Checking or savings account,29
2025-04-30,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",4
2025-05-01,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,23
2025-05-01,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",4
2025-05-01,JPMORGAN CHASE & CO.,Checking or savings account,30
2025-05-01,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",3
2025-05-02,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,19
2025-05-02,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",6
2025-05-02,JPMORGAN CHASE & CO.,Checking or savings account,26
2025-05-02,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",9
2025-05-03,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,9
2025-05-03,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",0
2025-05-03,JPMORGAN CHASE & CO.,Checking or savings account,18
2025-05-03,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",2
2025-05-04,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,4
2025-05-04,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",2
2025-05-04,JPMORGAN CHASE & CO.,Checking or savings account,7
2025-05-04,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",1
2025-05-05,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,21
2025-05-05,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",2
2025-05-05,JPMORGAN CHASE & CO.,Checking or savings account,39
2025-05-05,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",1
2025-05-06,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,22
2025-05-06,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",1
2025-05-06,JPMORGAN CHASE & CO.,Checking or savings account,32
2025-05-06,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",7
2025-05-07,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,19
2025-05-07,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",3
2025-05-07,JPMORGAN CHASE & CO.,Checking or savings account,30
2025-05-07,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",3
2025-05-08,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,10
2025-05-08,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",2
2025-05-08,JPMORGAN CHASE & CO.,Checking or savings account,27
2025-05-08,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",4
2025-05-09,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,19
2025-05-09,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",3
2025-05-09,JPMORGAN CHASE & CO.,Checking or savings account,29
2025-05-09,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",5
2025-05-10,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,10
2025-05-10,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",1
2025-05-10,JPMORGAN CHASE & CO.,Checking or savings account,22
2025-05-10,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",0
2025-05-11,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,7
2025-05-11,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",3
2025-05-11,JPMORGAN CHASE & CO.,Checking or savings account,10
2025-05-11,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",4
2025-05-12,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,23
2025-05-12,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",4
2025-05-12,JPMORGAN CHASE & CO.,Checking or savings account,23
2025-05-12,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",2
2025-05-13,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,17
2025-05-13,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",1
2025-05-13,JPMORGAN CHASE & CO.,Checking or savings account,30
2025-05-13,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",10
2025-05-14,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,19
2025-05-14,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",2
2025-05-14,JPMORGAN CHASE & CO.,Checking or savings account,31
2025-05-14,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",4
2025-05-15,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,24
2025-05-15,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",8
2025-05-15,JPMORGAN CHASE & CO.,Checking or savings account,27
2025-05-15,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",6
2025-05-16,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,18
2025-05-16,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",3
2025-05-16,JPMORGAN CHASE & CO.,Checking or savings account,26
2025-05-16,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",6
2025-05-17,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,9
2025-05-17,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",0
2025-05-17,JPMORGAN CHASE & CO.,Checking or savings account,19
2025-05-17,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",3
2025-05-18,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,3
2025-05-18,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",0
2025-05-18,JPMORGAN CHASE & CO.,Checking or savings account,12
2025-05-18,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",1
2025-05-19,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,16
2025-05-19,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",2
2025-05-19,JPMORGAN CHASE & CO.,Checking or savings account,24
2025-05-19,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",2
2025-05-20,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,20
2025-05-20,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",4
2025-05-20,JPMORGAN CHASE & CO.,Checking or savings account,36
2025-05-20,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",4
2025-05-21,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,17
2025-05-21,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",4
2025-05-21,JPMORGAN CHASE & CO.,Checking or savings account,40
2025-05-21,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",2
2025-05-22,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,25
2025-05-22,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",8
2025-05-22,JPMORGAN CHASE & CO.,Checking or savings account,38
2025-05-22,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",6
2025-05-23,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,18
2025-05-23,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",4
2025-05-23,JPMORGAN CHASE & CO.,Checking or savings account,28
2025-05-23,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",6
2025-05-24,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,16
2025-05-24,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",3
2025-05-24,JPMORGAN CHASE & CO.,Checking or savings account,9
2025-05-24,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",3
2025-05-25,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,2
2025-05-25,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",0
2025-05-25,JPMORGAN CHASE & CO.,Checking or savings account,15
2025-05-25,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",2
2025-05-26,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,8
2025-05-26,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",2
2025-05-26,JPMORGAN CHASE & CO.,Checking or savings account,6
2025-05-26,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",1
2025-05-27,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,19
2025-05-27,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",3
2025-05-27,JPMORGAN CHASE & CO.,Checking or savings account,31
2025-05-27,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",7
2025-05-28,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,25
2025-05-28,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",6
2025-05-28,JPMORGAN CHASE & CO.,Checking or savings account,28
2025-05-28,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",8
2025-05-29,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,19
2025-05-29,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",6
2025-05-29,JPMORGAN CHASE & CO.,Checking or savings account,33
2025-05-29,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",8
2025-05-30,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,18
2025-05-30,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",5
2025-05-30,JPMORGAN CHASE & CO.,Checking or savings account,24
2025-05-30,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",6
2025-05-31,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,11
2025-05-31,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",1
2025-05-31,JPMORGAN CHASE & CO.,Checking or savings account,19
2025-05-31,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",4
2025-06-01,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,1
2025-06-01,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",3
2025-06-01,JPMORGAN CHASE & CO.,Checking or savings account,14
2025-06-01,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",1
2025-06-02,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,25
2025-06-02,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",3
2025-06-02,JPMORGAN CHASE & CO.,Checking or savings account,28
2025-06-02,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",2
2025-06-03,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,22
2025-06-03,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",5
2025-06-03,JPMORGAN CHASE & CO.,Checking or savings account,32
2025-06-03,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",5
2025-06-04,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,18
2025-06-04,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",3
2025-06-04,JPMORGAN CHASE & CO.,Checking or savings account,28
2025-06-04,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",5
2025-06-05,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,17
2025-06-05,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",5
2025-06-05,JPMORGAN CHASE & CO.,Checking or savings account,32
2025-06-05,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",3
2025-06-06,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,27
2025-06-06,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",6
2025-06-06,JPMORGAN CHASE & CO.,Checking or savings account,22
2025-06-06,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",5
2025-06-07,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,6
2025-06-07,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",1
2025-06-07,JPMORGAN CHASE & CO.,Checking or savings account,17
2025-06-07,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",2
2025-06-08,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,7
2025-06-08,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",0
2025-06-08,JPMORGAN CHASE & CO.,Checking or savings account,13
2025-06-08,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",3
2025-06-09,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,21
2025-06-09,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",3
2025-06-09,JPMORGAN CHASE & CO.,Checking or savings account,27
2025-06-09,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",5
2025-06-10,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,15
2025-06-10,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",4
2025-06-10,JPMORGAN CHASE & CO.,Checking or savings account,33
2025-06-10,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",4
2025-06-11,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,20
2025-06-11,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",4
2025-06-11,JPMORGAN CHASE & CO.,Checking or savings account,35
2025-06-11,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",5
2025-06-12,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,19
2025-06-12,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",3
2025-06-12,JPMORGAN CHASE & CO.,Checking or savings account,32
2025-06-12,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",6
2025-06-13,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,27
2025-06-13,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",3
2025-06-13,JPMORGAN CHASE & CO.,Checking or savings account,21
2025-06-13,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",6
2025-06-14,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,6
2025-06-14,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",5
2025-06-14,JPMORGAN CHASE & CO.,Checking or savings account,11
2025-06-14,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",2
2025-06-15,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,10
2025-06-15,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",1
2025-06-15,JPMORGAN CHASE & CO.,Checking or savings account,11
2025-06-15,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",1
2025-06-16,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,19
2025-06-16,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",5
2025-06-16,JPMORGAN CHASE & CO.,Checking or savings account,19
2025-06-16,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",7
2025-06-17,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,30
2025-06-17,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",4
2025-06-17,JPMORGAN CHASE & CO.,Checking or savings account,28
2025-06-17,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",4
2025-06-18,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,19
2025-06-18,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",1
2025-06-18,JPMORGAN CHASE & CO.,Checking or savings account,33
2025-06-18,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",4
2025-06-19,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,10
2025-06-19,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",4
2025-06-19,JPMORGAN CHASE & CO.,Checking or savings account,20
2025-06-19,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",1
2025-06-20,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,17
2025-06-20,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",1
2025-06-20,JPMORGAN CHASE & CO.,Checking or savings account,28
2025-06-20,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",3
2025-06-21,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,12
2025-06-21,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",1
2025-06-21,JPMORGAN CHASE & CO.,Checking or savings account,17
2025-06-21,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",0
2025-06-22,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,13
2025-06-22,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",2
2025-06-22,JPMORGAN CHASE & CO.,Checking or savings account,15
2025-06-22,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",5
2025-06-23,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,34
2025-06-23,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",4
2025-06-23,JPMORGAN CHASE & CO.,Checking or savings account,29
2025-06-23,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",3
2025-06-24,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,20
2025-06-24,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",4
2025-06-24,JPMORGAN CHASE & CO.,Checking or savings account,30
2025-06-24,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",0
2025-06-25,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,23
2025-06-25,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",3
2025-06-25,JPMORGAN CHASE & CO.,Checking or savings account,35
2025-06-25,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",5
2025-06-26,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,20
2025-06-26,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",3
2025-06-26,JPMORGAN CHASE & CO.,Checking or savings account,33
2025-06-26,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",2
2025-06-27,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,27
2025-06-27,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",3
2025-06-27,JPMORGAN CHASE & CO.,Checking or savings account,22
2025-06-27,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",3
2025-06-28,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,6
2025-06-28,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",2
2025-06-28,JPMORGAN CHASE & CO.,Checking or savings account,8
2025-06-28,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",5
2025-06-29,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,6
2025-06-29,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",1
2025-06-29,JPMORGAN CHASE & CO.,Checking or savings account,8
2025-06-29,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",1
2025-06-30,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,20
2025-06-30,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",4
2025-06-30,JPMORGAN CHASE & CO.,Checking or savings account,30
2025-06-30,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",6
2025-07-01,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,29
2025-07-01,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",1
2025-07-01,JPMORGAN CHASE & CO.,Checking or savings account,46
2025-07-01,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",7
2025-07-02,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,22
2025-07-02,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",3
2025-07-02,JPMORGAN CHASE & CO.,Checking or savings account,40
2025-07-02,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",9
2025-07-03,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,27
2025-07-03,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",3
2025-07-03,JPMORGAN CHASE & CO.,Checking or savings account,29
2025-07-03,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",6
2025-07-04,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,13
2025-07-04,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",3
2025-07-04,JPMORGAN CHASE & CO.,Checking or savings account,15
2025-07-04,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",7
2025-07-05,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,7
2025-07-05,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",2
2025-07-05,JPMORGAN CHASE & CO.,Checking or savings account,7
2025-07-05,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",6
2025-07-06,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,7
2025-07-06,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",2
2025-07-06,JPMORGAN CHASE & CO.,Checking or savings account,9
2025-07-06,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",2
2025-07-07,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,26
2025-07-07,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",3
2025-07-07,JPMORGAN CHASE & CO.,Checking or savings account,28
2025-07-07,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",5
2025-07-08,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,25
2025-07-08,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",3
2025-07-08,JPMORGAN CHASE & CO.,Checking or savings account,30
2025-07-08,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",9
2025-07-09,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,31
2025-07-09,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",8
2025-07-09,JPMORGAN CHASE & CO.,Checking or savings account,29
2025-07-09,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",8
2025-07-10,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,27
2025-07-10,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",1
2025-07-10,JPMORGAN CHASE & CO.,Checking or savings account,32
2025-07-10,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",4
2025-07-11,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,27
2025-07-11,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",3
2025-07-11,JPMORGAN CHASE & CO.,Checking or savings account,39
2025-07-11,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",7
2025-07-12,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,15
2025-07-12,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",2
2025-07-12,JPMORGAN CHASE & CO.,Checking or savings account,11
2025-07-12,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",2
2025-07-13,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,9
2025-07-13,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",0
2025-07-13,JPMORGAN CHASE & CO.,Checking or savings account,19
2025-07-13,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",3
2025-07-14,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,31
2025-07-14,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",7
2025-07-14,JPMORGAN CHASE & CO.,Checking or savings account,27
2025-07-14,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",3
2025-07-15,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,31
2025-07-15,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",5
2025-07-15,JPMORGAN CHASE & CO.,Checking or savings account,33
2025-07-15,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",4
2025-07-16,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,11
2025-07-16,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",4
2025-07-16,JPMORGAN CHASE & CO.,Checking or savings account,31
2025-07-16,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",10
2025-07-17,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,30
2025-07-17,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",11
2025-07-17,JPMORGAN CHASE & CO.,Checking or savings account,22
2025-07-17,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",2
2025-07-18,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,24
2025-07-18,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",3
2025-07-18,JPMORGAN CHASE & CO.,Checking or savings account,35
2025-07-18,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",1
2025-07-19,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,15
2025-07-19,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",5
2025-07-19,JPMORGAN CHASE & CO.,Checking or savings account,13
2025-07-19,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",0
2025-07-20,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,6
2025-07-20,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",2
2025-07-20,JPMORGAN CHASE & CO.,Checking or savings account,16
2025-07-20,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",3
